Video ID,Published At,Channel ID,Title,Description,Thumbnail URL,Channel Title,Category ID,View Count,Like Count,Favorite Count,Comment Count
xu6zHbLW7wc,2024-04-25T10:00:56Z,UCV3h-YCXiKiMmVupdknm73Q,【MV】New World,"【Vocals】
・Amatsuki (https://twitter.com/_amatsuki_)
・Cpt (https://twitter.com/ApexerCpt)
・Jasper (https://twitter.com/Jasper7se)
・rion (https://twitter.com/R_7qq)

【Credits】
Lyrics：MICRO (https://twitter.com/micromansunrise )
Song：フジ・モトカ/MICRO 
Arrange：フジ・モトカ (https://twitter.com/_FUJiMOTOKA_ )
Mix：kain (https://twitter.com/kain2525 )

Movie Direction：Kaito Urita 
Composite：Atsuki Onda  (https://twitter.com/ondxyz )
Motion Design：優しさのかたまり/YSKR  (https://twitter.com/yskr_TM )
3DCG Design：Atsuki Onda  (https://twitter.com/ondxyz )
llust：望月けい (https://twitter.com/key_999)
Logo Design：Air  (https://twitter.com/ARLZWR)

【歌詞】
New World 

Welcome All The Dreamers
さぁ皆　集まれ（Hey）
We Gotta Big Dream Let’s Get Get It
Welcome All The Dreamers
夢を叫べ（Hey）
殻蹴破って Get Get Get It

Go 今夜君の世界を変えにきた
Go 今夜君を連れ出しにきた
Go Every Night 眠れないほど
夢見てること俺は知ってるよ

Tell Me 何を躊躇して燻ってるんだ
You & Me 同じ穴のムジナさ
Enemy なら臆病な自分自身だ
鏡の中のあいつを Rock On

시작이 반이다　
起こせ Action
딴청 피우지 마
燃やせ Passion
開く扉（Hey）
飛びたつ時だ（Hey）
時代を Open Up
Knock Knock Knockin’ On Door

We Are The New World
C'mon Everybody
Yeah Let’s Get It Started
切り拓く新時代
We Are The New World
不可能なんてないぜ
ビビらずいこうぜ
自分自身を　信じて Fly
We Are The New World
This Is Your Story（Hey）
キミが Hero（Hey）
「好きこそ無敵」Step On 進め
C'mon  Everybody
さぁ飛び出そうぜ
俺たちの新時代
We Are The New World

Wow Oh Wow Oh 
夢は夢のまま
Wow Oh Wow Oh 
終わらせはしない
Wow Oh Wow Oh 
ここがスタートライン  
C’mon C’mon
Dream On Dreamers

手をあげろ
Hands Up Hands Up
立ち上がれ Frontiers
Stand Up Face Up
底辺から Growing Up
外野のヤジなら
すべて Blow It Up
The Best Is Yet To Come
Nothing’s Gonna Hold Us Back

好きなものを好きと言える好きな時代へと
好きモノが隙狙ってスキルアップして Let’s Go
前例がないなら　作るだけさ
C’mon And Join Us Let’s Get Get Get Going On

시작이 반이다　
描く Big Dream
딴청 피우지 마 
吹かす Engine
開く扉（Hey）
飛びたつ時だ（Hey）
時代を Open Up
Knock Knock Knockin’ On Door

We Are The New World
C'mon Everybody
Yeah Let’s Get It Started
切り拓く新時代
We Are The New World
不可能なんてないぜ
ビビらずいこうぜ
自分自身を　信じて Fly
We Are The New World
This Is Your Story（Hey）
キミが Hero（Hey）
「好きこそ無敵」Step On 進め
C'mon  Everybody
さぁ飛び出そうぜ
俺たちの新時代
We Are The New World

Wow Oh Wow Oh 
夢は夢のまま
Wow Oh Wow Oh 
終わらせはしない
Wow Oh Wow Oh 
ここがスタートライン   
C’mon C’mon
Dream On Dreamers

Wow Oh Wow Oh 
夢は夢のまま
Wow Oh Wow Oh 
終わらせはしない
Wow Oh Wow Oh 
ここがスタートライン 
C’mon C’mon
Dream On Dreamers

Wow Oh Wow Oh 
夢は夢のまま
Wow Oh Wow Oh 
終わらせはしない
Wow Oh Wow Oh 
君を連れてくよ　
C’mon C’mon
Dream On Dreamers",https://i.ytimg.com/vi/xu6zHbLW7wc/hqdefault.jpg,Crazy Raccoon,20,614797,30417,0,628
vQc11SD-Rf4,2024-04-27T09:30:11Z,UCOIcFCwuWpWgkbUFX7JkuCQ,コナンVS服部平次･･･ここでしか見られない奇跡の戦いに巻戻士参戦！【劇場版 名探偵コナン 100万ドルの五稜星(みちしるべ)コラボ】,"月刊コロコロコミックで人気爆発中の「運命の巻戻士」と大ヒット上映中の劇場版『名探偵コナン 100万ドルの五稜星(みちしるべ)』が特別コラボ！
ここでしか見られないオリジナルストーリーを見逃すな！
ーーーーーーーーーーーーーーーーーーーーー
映画公式サイト：http://www.conan-movie.jp
映画公式X： https://twitter.com/conan_movie
公式Instagram： https://www.instagram.com/conan.official/
公式TikTok： https://www.tiktok.com/@conan_pr_official

原作：青山剛昌「名探偵コナン」（小学館「週刊少年サンデー」連載中）
監督：永岡智佳
脚本：大倉崇裕
音楽：菅野祐悟
主題歌：aiko「相思相愛」（ポニーキャニオン）

声の出演：高山みなみ、山崎和佳奈、小山力也、山口勝平、堀川りょう、宮村優子 ほか
スペシャルゲスト：大泉洋

製作：小学館／読売テレビ／日本テレビ／ShoPro／東宝／トムス・エンタテインメント　
配給：東宝

©2024 青山剛昌／名探偵コナン製作委員会

※本編のネタバレとなるようなコメントはお控えください。
ネタバレと思われるコメントは削除させていただく事もありますので、ご了承ください。

#名探偵コナン #100万ドルの五稜星 #コナン #毛利蘭 #毛利小五郎 #怪盗キッド #服部平次
#コナン映画 #青山剛昌 #東宝
ーーーーーーーーーーーーーーーーーーーーーーーーーー
時空警察特殊機動隊　通称「巻戻士」に所属するクロノが
アシスタントのプロペラ付きのスマホ「スマホン」と一緒に
不慮の死を遂げた人々を救うSFストーリー

すでに決まってしまった未来を変られる確率は「１００万分の１」
それを変えるべく、右目のタイムマシン「リトライアイ」で何回も時間を巻き戻し
新たな未来を切り開いていく！！
絶望的な”運命”を変える衝撃的のアイディアとは？

【火・金曜日 18:30更新】

▼チャンネル登録、高評価よろしくお願いします
https://www.youtube.com/channel/UCOIcFCwuWpWgkbUFX7JkuCQ

▼最新情報はTwitterで
https://twitter.com/MAKIMODOSI0318

巻戻士でつぶやいてくれたらスマホンが見に行きますよ！

#タイムリープ",https://i.ytimg.com/vi/vQc11SD-Rf4/hqdefault.jpg,運命の巻戻士 〜絶望からの大逆転〜,1,539848,7760,0,390
bjiqG20lQ3Q,2024-04-27T09:00:32Z,UCXw-7zNPhqafIR0o-vqXX3w,【スタビ】ただのタイヤ交換が全身全霊を賭けた大勝負に発展!?,"#バッドボーイズ佐田
#総長系YouTuber
#作田

【書籍「佐田のホビー2」（通常版）　予約受付中】
https://www.amazon.co.jp/dp/4046832592


【作田LINEスタンプ第２弾】
作田スタンプ②↓↓↓
https://line.me/S/sticker/14033467

作田スタンプ海賊版②↓↓
https://line.me/S/sticker/13898757

【作田の自伝「漫画・デメキン」を読みたい方はコチラ↓】
https://www.akitashoten.co.jp/comics/4253148263

【バッドボーイズ佐田 twitter】
https://twitter.com/kisamakono

【バッドボーイズ佐田 instagram】
https://www.instagram.com/satakisama/

【★作田LINEスタンプ第１弾★】
https://line.me/S/sticker/12818141

【★作田LINEスタンプ海賊版★】
https://line.me/S/sticker/12818145

#バッドボーイズ
#佐田正樹
#佐田ビルダーズ
#つくるた
#デメキン
#清人
#大溝清人
#大沼部
#xj400 
#XJ550
#YAMAHA
#XJR
#xjr400
#タンデム
#touring
#ツーリング
#写真
#思い出
#仲間
#kawasaki 
#z750fx 
#YSPカラー
#CM400T
#ヨーロッパ仕様
#逆輸入
#イグナイター
#イグニッションコイル
#エンジンオイル
#ash
#オイル交換
#パンク
#タイヤ交換
#バルブ

【コーストライン 横畑さんのYouTube】
ガレヨコ
https://www.youtube.com/channel/UCyPHqRbdXgBeyq1jSSmymKA

【パタパタママ 下畑さんのYouTube】
しもにーちゃんねる
https://www.youtube.com/channel/UCJ3IHjzR7t1oQdy4tec1kZA

【ダイちゃんのお店】
大阪串カツ　大益
東京都世田谷区三軒茶屋2-13-19
https://tabelog.com/tokyo/A1317/A131706/13132011/

たこ焼き たこ益
東京都世田谷区三軒茶屋2-14-3
https://tabelog.com/tokyo/A1317/A131706/13177577/

【カルメラYouTube】
https://www.youtube.com/user/calmera666

【choptop_tokyo instagram】
https://instagram.com/choptop_tokyo

【ギャラップ公式Youtube】
https://www.youtube.com/channel/UCOj3rUZSnfNXXc70WvB0EZQ

【佐田工務店メンバーYouTube】

杉本くん
LIZE WORKS
https://www.youtube.com/channel/UCAahLL-980s_3OLoLjDJhcg

タケトfield
https://www.youtube.com/channel/UC8YYp5KvStEEa-Rth2GELpw

ボンざわーるどTV
https://www.youtube.com/user/bonmizo

キクチウソツカナイ。
https://www.youtube.com/channel/UCC_oco3nLaMYrkZBNLga1Bg

武井ドンゲバビー
ドンゲバビーチャンネル
https://www.youtube.com/channel/UCEr1izjnMMAHhlwyMPyNHIw

山田さん
DIY365JP
https://www.youtube.com/channel/UCqwlXb7HlS4KRfbZnntdclw

あっしー
辛子めんたいTV
https://www.youtube.com/channel/UCGJMw_OCKvoP6lIaSYNKMVA/featured",https://i.ytimg.com/vi/bjiqG20lQ3Q/hqdefault.jpg,SATAbuilder's,26,409546,6625,0,265
PbSMK7TTSAU,2024-04-25T11:08:05Z,UCfkM3u-0uSKADDitZLpXcfA,作新学院OB・啓之輔…投げ方が美しかった。,"クールな啓之輔さん、YouTubeもやってます
https://www.youtube.com/@keinosuke91

啓之輔さんを紹介してくれたのは
キャンディジム代表の星野大介さん
https://www.youtube.com/@hoshinodaisuke
ありがとうございました！

10人ニキさんのインスタはこちら！
https://www.instagram.com/daisuke_skwat/
10人ニキさんのティックトックも📸
https://tiktok.com/@daisuke_sdsk


★天晴 Newデザインパーカーはこちら！
https://appare-baseball.shop/

★アニキの友達が作ったNASUKOTはこちら！為せばなる
https://nasukot.shop/

★トクサンTVとコラボレーションのお問い合わせはこちらまで！
tokusanTV@gmail.com

★トクサンTVビヨンド（サブチャンネル）
https://www.youtube.com/channel/UCN7zL9IXNqxZDMIjlih1_Mw

★天晴の成績・試合予定は「PLAY PORTAL」で見れます★
https://tmhub.jp/teams/3365/home
ーーーーーーーーーー 
★＜トクサン＞ツイッター↓ 
@tokusanTV  
★＜ライパチ＞ツイッター↓
@no8rightboy
★＜アニキ＞ツイッター↓
@Aniki_kusayakyu
是非 フォローお願いいたしますm(_ _)m

#啓之輔#ブレイキングダウン#乱闘",https://i.ytimg.com/vi/PbSMK7TTSAU/hqdefault.jpg,トクサンTV【A&R】,26,1394670,5743,0,630
ZUAs0mZlSNI,2024-04-25T19:12:17Z,UCoFLB_Gw_AoxUuuzKjXrc_Q,【カタール×日本｜ハイライト】日本が延長戦の激闘を制し準決勝進出！パリ五輪出場に王手！｜AFC U23アジアカップ カタール 2024 準々決勝,"🏆AFC U23アジアカップ カタール2024 準々決勝
🆚カタール 2-4 日本
⚽
0-1 (2') 山田楓喜
1-1 (24') アフメド アルラウィ
2-1 (49') ジャッセム ガベル
2-2 (67') 木村誠二
2-3 (101') 細谷真大
2-4 (112') 内野航太郎

#DAZN #AFCU23アジアカップ #日本代表 #カタール

➡加入はコチラ https://www.dazn.com/ja-JP/welcome
-----------------
【⬛DAZNとは？】
DAZN（ダゾーン）は好きなスポーツをいつでも、どこでもライブ＆見逃し視聴できる動画配信アプリです。

プロ野球やサッカー (Jリーグ＆欧州サッカー)、F1™️、テニス、バスケットボールなどライブスポーツが一番観られるのはDAZN！ 
-----------------

⬛DAZN公式ページ
　https://www.dazn.com/ja-JP

⬛Twitter
　https://twitter.com/dazn_jpn

⬛Instagram
　https://www.instagram.com/dazn_jpn/

⬛TikTok
　https://www.tiktok.com/@dazn_jpn

⬛今週（今日・明日）の配信予定 ｜ DAZN番組表
　https://bit.ly/3jPo8EJ",https://i.ytimg.com/vi/ZUAs0mZlSNI/hqdefault.jpg,DAZN Japan,17,1592269,9428,0,1848
YDblGBe-eAA,2024-04-26T12:57:24Z,UChJI9KrjSgPzv_kfX6yuqhA,【満塁本塁打＆猛打賞】度会隆輝が球団史上初となる新人選手のグランドスラムを放つ！！｜2024.4.26の注目シーン,"注目選手、注目プレーをピックアップ。

8回裏の逆転直後、
ルーキー#度会隆輝 選手が、
球団史上初となる新人選手の#満塁本塁打 を放ち試合を決めた！！
本日は猛打賞も達成！！
眩しすぎる#ハマの一番星 の活躍シーンをお届けします！！

#ベイスターズ #横浜進化",https://i.ytimg.com/vi/YDblGBe-eAA/hqdefault.jpg,横浜DeNAベイスターズ公式チャンネル,17,405745,6184,0,834
63FAUQIfhtU,2024-04-25T08:00:12Z,UC3paHuiZIgOmWLSWYdOyVLg,【マイクラ】丸石10億個集めてみた【たいち鯖】,"皆さん丸石不足に悩んだことがあると思います。今回はそんな悩みを解消するべく10億個集めてみました。

◇マネージャー  https://twitter.com/haneserver
◇Twitter https://twitter.com/TaichBot
◇Discord https://discord.gg/khVURKrRcZ

たいち鯖再生リスト
https://www.youtube.com/playlist?list=PLxIiE5qbKwGj-5l0nGGxxK-TS_HuuhXhI

・参考
[1.13+] Lag Friendly Cobblestone Farm v4 (by Luke)
Chronos Discord Server
https://discord.com/channels/861217564130279425/868539029220651058/957733723258904596

[1.16+ / 1.19 schem] 4mil Farm Bulk (by KikuGie, concept by cubicmetre)
Storage Tech Discord Server
https://discord.com/channels/748542142347083868/749137424684285992/1125175489338802268

72k/h Nylium farm 1.16+
https://youtu.be/auX88c2c6C8?feature=shared",https://i.ytimg.com/vi/63FAUQIfhtU/hqdefault.jpg,たいち,20,534720,11396,0,659
NFfMgWi41nY,2024-04-24T10:00:07Z,UCzKPwS_MVHouzdekQItXMWg,七人のカリスマ「カリスマ・イン・ダ・ハウス」MV,"カリスマ 2ndアルバム『カリスマジャンボリー』収録の新曲「カリスマ・イン・ダ・ハウス」MV公開‼︎

■カリスマ 2ndアルバム『カリスマジャンボリー』
2022.4.24 RELEASE
💿ご予約：https://crsm.lnk.to/2ndALYT
🎧配信サイト：https://crsm.lnk.to/2ndDGYT

●品番：KICA-3305
●形態：CD
●定価：￥3,300(税抜価格￥3,000) 

表題曲「カリスマジャンボリー」各音楽配信サービスにて好評配信中！
🏕🕺💃ご試聴はこちら🕺💃🏕
⏩https://crsm.lnk.to/crsmjmbYT

●収録内容：
M1.カリスマピクニック / 七人のカリスマ
M2.Hell lazy, Psychology. / 湊 大瀬
M3.ツッパれ！生涯反発 / 猿川 慧
M4.ムンラホルマオ / 天堂天彦
M5.Charisma Battle Anthem / 伊藤ふみや feat. 六人のカリスマ
M6.夢の国で / テラ
M7.MAGICAL秩序☆リカピュア！ / 草薙理解
M8.独り奉死 / 本橋依央利
M9.みんながカリスマ / 七人のカリスマ
M10.カリスマ・イン・ダ・ハウス　★新曲①
M11.カリスマジャンボリー / 七人のカリスマ★新曲②
[おまけ]
M12.セクシービューティペアのテーマ / テラ・天堂天彦
M13.セクシー野球拳 / 七人のカリスマ
M14.理解体操 / 草薙理解
M15.ふみやと大瀬のデスゲーム / 伊藤ふみや・湊 大瀬

※[おまけ]はCD限定で聴くことができます。

～法人別購入特典～
●カリスマガレージ ：トレーディングアクリルキーホルダー カリスマジャンボリー ver.(全7種ランダム) ※サイズ50mm×50mm 
●アニメイト：トレーディングカーサイン風マグネット カリスマジャンボリー ver.(全7種ランダム) ※サイズ100mm×100mm 
●Amazon.co.jp：トレーディングチケットホルダー カリスマジャンボリー ver.(全7種ランダム) ※サイズW216mm×H134mm 
●TOWER RECORDS：トレーディングスクエア缶バッジ カリスマジャンボリー ver.(全7種ランダム) ※サイズ53mm×53mm 
●楽天ブックス：トレーディングショッパー カリスマジャンボリー ver.(全7種ランダム) ※サイズW250mm×H400mm 
●HMV：トレーディングステッカー カリスマジャンボリー ver.(全7種ランダム) ※サイズ120mm×120mm 
●メーカー特典：カリスマジャンボリーL判ブロマイド(1種) ※サイズ、仕様など変更になる場合がございます。


++++++++++++++++
■『祝2周年・カリスマサミット』Blu-ray＆DVD
2024.年6月5日(水)に発売🎉
オフィシャルグッズストア「カリスマガレージ」限定商品📀
公演の全セットリストが収録🕺
📀ご購入：https://kingeshop.jp/charisma-garage/pd.html?goods=NXD-1099&variation=NXD-1099
++++++++++++++++

++++++++++++++++
■アイドルブレイク曲💥
七人のカリスマ「みんながカリスマ」
2024.2.16 DIGITAL RELEASE
作詞：松井五郎　作曲：馬飼野康二　編曲：月蝕會議
歌：七人のカリスマ
🎧https://charisma.lnk.to/minnaYT
🎥https://youtu.be/trKG6534yAE
++++++++++++++++

++++++++++++++++
■2ndシーズンテーマソング「カリスマピクニック」
2023.3.15 DIGITAL RELEASE
作詞・作曲・編曲：月蝕會議
（Containing cover of “She'll Be Comin' Round the Mountain”）
歌：七人のカリスマ
🎧https://charisma.lnk.to/PIKYT
🎥https://youtu.be/V8tzcj14CeQ
++++++++++++++++

／
📺だいたい毎週木曜日正午にドラマ最新話更新！
＼
2ndシーズンドラマ再生リストはこちら👀
▶️https://youtube.com/playlist?list=PLjw-yvft0vffD2E5sjxERxcB1yfb5bEYQ
1stシーズンドラマ再生リストはこちら👀
▶️https://youtube.com/playlist?list=PLjw-yvft0vfcjjRNLrGwr-C3cYxxcpMGw
1stシーズンドラマ全話イッキ見はこちら👀
▶https://youtu.be/Ok0PUAUTar8
2ndシーズンドラマ前半イッキ見はこちら👀
▶https://youtu.be/tVv3Qsve5Vo

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
🏠HP：https://charisma-house.com/
📲Twitter：https://twitter.com/charisma__house
🎥YouTube：https://www.youtube.com/c/charisma-house
🎶TikTok：https://www.tiktok.com/@charisma__house
💿2ndアルバム『カリスマジャンボリー』：https://crsm.lnk.to/2ndALYT
￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
超人的シェアハウスストーリー『カリスマ』

原作：Dazed CO.,LTD.
　　　松原 秀
音楽製作：EVIL LINE RECORDS
キャラクターデザイン：えびも
アートディレクション：BALCOLONY.

【イントロダクション】
ここはカリスマハウス。今日もカリスマな彼らは己の中のカリスマ性を日々見つめている。

が、彼らはまだ『真のカリスマ』には辿り着けていないと言える。故にこうしてカリスマどうしで身を寄せあい、日々カリスマ性を育み、さらなる高みを目指すいわば仮住まいの状態。世間には嘲笑する者もいるだろう。が、カリスマな彼らにはノーダメージ。むしろそういった逆境を糧にさらなるカリスマを生成し、見事な『カリスマチャージ』を蓄積させていく。チャージの先にあるものとは……！？

凡人にはよくわからないと思いますが
これはカリスマたちの物語です。

【キャラクター】
「正邪のカリスマ」伊藤ふみや（CV: 小野友樹）
「秩序のカリスマ」草薙理解（CV: 山中真尋）
「服従のカリスマ」本橋依央利（CV: 福原かつみ）
「反発のカリスマ」猿川 慧（CV: 細田健太）
「内罰のカリスマ」湊 大瀬（CV: 日向朔公）
「自愛のカリスマ」テラ（CV: 大河元気）
「性のカリスマ」天堂天彦（CV: 橋詰知久）

#カリスマジャンボリー
#カリスマ #カリスマ2ndシーズン",https://i.ytimg.com/vi/NFfMgWi41nY/hqdefault.jpg,カリスマ Official Channel,22,1239846,40730,0,5524
eprwWr9NfEY,2024-04-24T09:00:08Z,UCK6AthYumV0TO49a6fQ-gSg,YENTOWN feat. kZm / PETZ / JNKMN / Awich / MonyHorse / U-Lee / Prod. Chaki Zulu I Red Bull RASEN,"レッドブルがキュレートする、“その場限り”のマイクリレー「RASEN」
#26: YENTOWN feat. kZm / PETZ / JNKMN / Awich / MonyHorse / U-Lee (prod. by Chaki Zulu) 

マイクでつなぐ円（縁）は高みを目指し、“螺旋”をえがく——
そのうねりの行き着く先は、ヒップホップの未来か

【アーティストインタビュー】
kZm
https://www.redbull.com/jp-ja/rasen-26-kzm
PETZ
https://www.redbull.com/jp-ja/rasen-26-petz
JNKMN
https://www.redbull.com/jp-ja/rasen-26-jnkmn
Awich
https://www.redbull.com/jp-ja/rasen-26-awich
MonyHorse
https://www.redbull.com/jp-ja/rasen-26-monyhorce

#ヒップホップ
#RedBullRASEN
#レッドブルマイク",https://i.ytimg.com/vi/eprwWr9NfEY/hqdefault.jpg,レッドブルマイク,10,1241067,25120,0,1642
6J2tyiQ_V6s,2024-04-24T09:00:05Z,UCSAp0Yl9S0Zq5uDqE6im_XQ,ZEROBASEONE (제로베이스원) 'SWEAT' Special Summer Video,"ZEROBASEONE (제로베이스원) 'SWEAT' Special Summer Video

More about ZEROBASEONE
https://linktr.ee/zb1_official

✔Pre-Release Single [𝗦𝗪𝗘𝗔𝗧]
2024.04.24 18:00 (KST)

✔The 3rd Mini Album [𝐘𝐨𝐮 𝐡𝐚𝐝 𝐦𝐞 𝐚𝐭 𝐇𝐄𝐋𝐋𝐎]
2024.05.13 18:00 (KST)

#ZEROBASEONE #ZB1 #제로베이스원
#You_had_me_at_HELLO
#SWEAT #ZEROBASEONE_SWEAT",https://i.ytimg.com/vi/6J2tyiQ_V6s/hqdefault.jpg,ZEROBASEONE,24,9159710,202300,0,23221
ZHe5mhx4iEc,2024-04-25T09:00:23Z,UCa23gZS7V7rNDlBvWdZBpbg,[XG TAPE #4] Dirt Off Your Shoulder (COCONA),"Lyric:

If u feelin' like a boss 
Go n brush ya shoulders off

Ladies be big bosses 
Go n brush ya shoulders off

When they be talkin' crazy don't forget ya girl

Told ya get that dirt off ya shoulder
                    
Go head and call me COCONA

Come at me however u wanna

Nah u ain't even seen the half of me

Like thanos snappin' over off my shoulder
 
Prolly got more than 99 problems

But each time I came saw conquered

Then put it on repeat like an encore

Put it on repeat encore
 
yea Best rapper alive

Gotta be top 5 before I die

Wit ma X la familia

Galaxy empire state of mind
                    
When haters hear this 
They gon' get in their feelings

Wishin' for a reply

All these meteor bars goin' over their head

Like a rock fell out the sky

Am I gift and a curse for the culture

When I spit wit these words could it hurt ya

Cuz everytime it's gon' hit different

These bars are multi versatile
 
Come take a look at our blueprint

XG we a lucrative movement

C to the Izzo n to the Izzay

Always ready to show n prove it
 
If u feelin' like a boss 
Go n brush ya shoulders off

Ladies be big bosses 
Go n brush ya shoulders off

When they be talkin' crazy don't forget ya girl

Told ya get that dirt off ya shoulder
                    
Ya gotta get that dirt off ya shoulder
 
Ya gotta get that dirt off ya shoulder

Ya gotta get that dirt off ya shoulder

Betta get that dirt off COCONA

-------

Original Track: Jay-Z - Dirt Off Your Shoulder
@jayzslifeandtimes @Timbaland 

-------

[XG TAPE #1] Chill Bill (JURIN, HARVEY)
https://youtu.be/z9ZvpH6hmmQ

[XG TAPE #2] GALZ XYPHER (COCONA, MAYA, HARVEY, JURIN)
https://youtu.be/-L4Visli9sA

[XG TAPE #3-A] Two Tens (HARVEY, MAYA)
https://youtu.be/d8zXh3dyGbE

[XG TAPE #3-B] Nothin' (JURIN, COCONA)
https://www.youtube.com/watch?v=6s6fXHYiWvo

[XG TAPE #4] BIG MAD (HARVEY)
https://youtu.be/cOZQQtLUfu4

[XG TAPE #4] Million Cash (MAYA)
https://youtu.be/7xyWf90pvoI

-------

XG LAB STUDIO
https://www.youtube.com/watch?v=U7ASHLNHNY8&list=PLhwNrrS5i4uS2zMT8C2_p4CG0hV18-NS9

-------

Follow XG:
Instagram: https://instagram.com/xgofficial
YouTube: https://www.youtube.com/@xg_official
TikTok: https://www.tiktok.com/@xg.official
Twitter: https://twitter.com/XGOfficial_
Facebook: https://www.facebook.com/XGOfficial
Official Website: https://xgalx.com/xg/
Weverse: https://www.weverse.io/xg/artist
Weibo: https://weibo.com/u/7745703614
XG OFFICIAL FANCLUB """"ALPHAZ”: http://bit.ly/3ykLo4V

-------

#XG #XGTAPE #COCONA",https://i.ytimg.com/vi/ZHe5mhx4iEc/hqdefault.jpg,XG,10,2210958,58310,0,2660
fyn8CbSh8Ig,2024-04-25T08:59:00Z,UCnt5hmHu3kLN-LLOuCgAQ2g,楽しんだモン勝ちじゃん？ご当地パリピ飯対決！ // 関厨房 #3,"毎回様々な対戦ゲストと料理の腕を振るう関厨房。
今回はご当地からボドカシェフ、キングスキャニオンからヘンディーシェフに来てもらいました。

🙏関優太
X - https://twitter.com/stylishnoob
Twitch - https://www.twitch.tv/stylishnoob4
YouTube - @StylishNoob4 

🐧 ボドカ
X -  https://twitter.com/VodkaChaso
Twitch - https://www.twitch.tv/vodkavdk
YouTube - @vodkachaso 

🦌トナカイト
X - https://twitter.com/k_najimi
Twitch - https://www.twitch.tv/tonakaito_hendy
YouTube - @TONAHENDY 

⚡ZETA DIVISION
X - https://twitter.com/zetadivision
Instagram - https://www.instagram.com/zetadivision/
Web - https://zetadivision.com/
Store - https://store.zetadivision.com/

🤝Partners
日清食品 - https://www.nissin.com/jp/
JCB - https://www.jcb.jp/
LEVEL∞ - https://www.pc-koubou.jp/pc/game.php
ZENAIM - https://zenaim.com/
Red Bull - https://www.redbull.com/jp-ja/energydrink
BenQ ZOWIE - https://zowie.benq.com/ja/index.html
Herman Miller - https://www.hermanmiller.com/ja_jp/

Director : Ryotaro ""EVA"" Iwata - https://twitter.com/EVA_AcEM 
Assistant Director : Joe Setogawa
Editor : Kantaro Hirano - https://twitter.com/HrnKntr
Art Director : Atsushi Saito - https://twitter.com/fizz_sashimi
Graphic Designer : Kaori Izumi

#ZETADIVISION #関優太 #ボドカ #トナカイト",https://i.ytimg.com/vi/fyn8CbSh8Ig/hqdefault.jpg,ZETA DIVISION,24,345908,6285,0,241
oyqvbN0t0vM,2024-04-25T10:00:47Z,UCOUHvd5DVgIEkoxHDaw4Wtg,アフリカ・マラウイ出身の息子が日本で1年過ごしたら、日本語がこのくらい上手になりました。,"YouTube（ジェニーのチャンネル／Jenny’s channel）
https://www.youtube.com/channel/UCJXBLbjbFEEQaZbstfyp_VA

Tiktok：JennyK Japan (日本語) 
https://vt.tiktok.com/ZSdJ9ebvj/ 

Tiktok：JennyK Malawi (English) 
https://vm.tiktok.com/ZMLfgWFwW/

Instagram
https://instagram.com/jennyk2706?igshid=YmMyMTA2M2Y=",https://i.ytimg.com/vi/oyqvbN0t0vM/hqdefault.jpg,JennyK,22,430584,16699,0,844
